,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_n,neighbourhood_n,room_type_n,neighbourhood_group_le,room_type_le
22804,57900598,Manhattan,Harlem,40.81752,-73.94162,Entire home/apt,2,40,1.51,1,0,1,2,1,2,0
26847,10994839,Manhattan,Lower East Side,40.71994,-73.98184,Private room,2,32,1.58,1,76,1,23,0,2,1
17859,83593559,Brooklyn,Greenpoint,40.72704,-73.94587,Entire home/apt,14,0,,1,0,0,20,1,1,0
25623,23972036,Manhattan,Harlem,40.82325,-73.95122,Private room,4,10,0.44,1,0,1,2,0,2,1
31210,74874485,Queens,Ditmars Steinway,40.77305,-73.9082,Entire home/apt,3,2,0.13,1,0,2,49,1,3,0
8593,3183567,Brooklyn,Park Slope,40.6777,-73.98106,Private room,2,0,,1,0,0,16,0,1,1
13447,40532707,Brooklyn,Bedford-Stuyvesant,40.68729,-73.95556,Private room,1,1,0.02,1,0,0,6,0,1,1
26326,61169465,Brooklyn,Bedford-Stuyvesant,40.68475,-73.93589,Private room,3,1,0.05,1,0,0,6,0,1,1
8098,27428499,Brooklyn,Williamsburg,40.71475,-73.93782,Entire home/apt,2,1,0.02,1,0,0,12,1,1,0
7429,23086547,Manhattan,Chinatown,40.71705,-73.99668,Private room,6,62,1.27,1,317,1,9,0,2,1
16734,16626798,Brooklyn,Bushwick,40.70222,-73.92947,Private room,21,0,,1,0,0,21,0,1,1
28621,34614054,Brooklyn,Greenpoint,40.72348,-73.94569,Shared room,2,7,0.39,5,299,0,20,2,1,2
12186,48977782,Manhattan,Washington Heights,40.85128,-73.93907,Private room,1,0,,1,0,1,30,0,2,1
10228,10786794,Brooklyn,Williamsburg,40.70492,-73.93832,Private room,3,1,0.02,1,0,0,12,0,1,1
11041,16437254,Brooklyn,Sunset Park,40.66406,-73.9949,Entire home/apt,30,2,0.46,21,362,0,79,1,1,0
20651,37236633,Brooklyn,Bedford-Stuyvesant,40.68273,-73.93397,Private room,30,2,0.07,1,0,0,6,0,1,1
15128,30283594,Manhattan,Hell's Kitchen,40.76642,-73.98326,Entire home/apt,30,0,,121,364,1,7,1,2,0
16219,5261297,Queens,Corona,40.74332,-73.85469,Private room,1,45,1.27,1,57,2,162,0,3,1
21263,9670774,Manhattan,Lower East Side,40.71974,-73.99263,Private room,7,0,,1,0,1,23,0,2,1
36020,214694658,Brooklyn,Fort Greene,40.69439,-73.97319,Private room,1,90,9.41,1,254,0,13,0,1,1
7527,26377263,Brooklyn,Bushwick,40.70406,-73.91811,Private room,30,3,0.06,43,224,0,21,0,1,1
18677,950826,Brooklyn,Park Slope,40.66961,-73.97991,Entire home/apt,30,17,0.5,1,0,0,16,1,1,0
48471,272842040,Manhattan,Upper East Side,40.76703,-73.96979,Entire home/apt,2,0,,1,39,1,28,1,2,0
29214,164164069,Staten Island,Westerleigh,40.61422,-74.13167,Private room,2,17,0.92,1,36,3,207,0,4,1
18479,89954209,Brooklyn,Prospect-Lefferts Gardens,40.65826,-73.95036,Entire home/apt,3,82,2.34,1,284,0,24,1,1,0
7931,1211856,Brooklyn,Prospect-Lefferts Gardens,40.6586,-73.96104,Private room,3,4,0.22,1,331,0,24,0,1,1
11632,47217135,Manhattan,Upper East Side,40.7737,-73.95616,Shared room,1,17,0.38,1,0,1,28,2,2,2
12138,48823036,Manhattan,Midtown,40.75452,-73.96767,Entire home/apt,1,156,3.58,1,22,1,1,1,2,0
29962,19849721,Brooklyn,Bushwick,40.70124,-73.91988,Entire home/apt,1,0,,1,0,0,21,1,1,0
41639,61042,Manhattan,East Harlem,40.7996,-73.94216,Private room,5,2,2.0,6,6,1,4,0,2,1
35931,2268393,Brooklyn,Williamsburg,40.70665,-73.94554,Private room,7,5,0.52,2,0,0,12,0,1,1
4315,1240820,Brooklyn,Williamsburg,40.71923,-73.95684,Entire home/apt,2,110,1.74,3,151,0,12,1,1,0
27458,32528909,Brooklyn,Williamsburg,40.71935,-73.96049,Entire home/apt,2,14,0.76,1,0,0,12,1,1,0
2550,7183070,Manhattan,East Village,40.72188,-73.9816,Entire home/apt,3,19,0.27,1,0,1,19,1,2,0
22589,1495058,Brooklyn,Williamsburg,40.72112,-73.96034,Entire home/apt,60,2,0.08,1,0,0,12,1,1,0
35415,212263525,Manhattan,Harlem,40.81047,-73.94042,Private room,1,19,1.89,3,355,1,2,0,2,1
40783,50612451,Brooklyn,Crown Heights,40.67577,-73.92393,Entire home/apt,3,4,4.0,1,76,0,15,1,1,0
8019,26819117,Manhattan,Kips Bay,40.74174,-73.97878,Private room,7,1,0.02,1,0,1,26,0,2,1
40801,49539959,Brooklyn,Crown Heights,40.67375,-73.91242,Private room,30,5,0.93,2,0,0,15,0,1,1
14412,59007500,Manhattan,East Village,40.72814,-73.97995,Private room,1,4,0.11,1,0,1,19,0,2,1
36566,219080539,Manhattan,Hell's Kitchen,40.76108,-73.99358,Private room,1,15,1.74,1,27,1,7,0,2,1
28747,162276183,Queens,Rego Park,40.71663,-73.85823,Entire home/apt,1,110,5.92,1,147,2,87,1,3,0
3674,11279303,Brooklyn,Greenpoint,40.72764,-73.95557,Entire home/apt,5,0,,1,0,0,20,1,1,0
9250,4909308,Manhattan,Upper East Side,40.77344,-73.95035,Entire home/apt,1,26,1.1,1,149,1,28,1,2,0
6510,11686822,Manhattan,Harlem,40.81169,-73.94301,Private room,1,0,,1,0,1,2,0,2,1
14600,149430,Manhattan,East Harlem,40.78687,-73.94542,Entire home/apt,5,35,1.27,2,303,1,4,1,2,0
16416,1363435,Manhattan,East Village,40.72665,-73.98717,Entire home/apt,31,37,1.01,1,0,1,19,1,2,0
26621,8637211,Manhattan,Harlem,40.81899,-73.94584,Private room,30,29,1.36,4,292,1,2,0,2,1
27695,31583052,Brooklyn,Sunset Park,40.66427,-73.99243,Entire home/apt,3,3,0.16,1,0,0,79,1,1,0
28874,1910170,Brooklyn,Fort Greene,40.68855,-73.97883,Entire home/apt,5,6,0.32,1,0,0,13,1,1,0
1199,1840766,Brooklyn,Bushwick,40.70753,-73.92048,Entire home/apt,5,3,0.04,1,0,0,21,1,1,0
21613,54001762,Manhattan,Hell's Kitchen,40.76189,-73.99751,Private room,10,2,0.08,1,0,1,7,0,2,1
15496,9249156,Brooklyn,Williamsburg,40.71019,-73.95439,Private room,3,2,0.05,1,0,0,12,0,1,1
40686,235548617,Queens,Long Island City,40.75683,-73.93184,Private room,1,29,5.37,2,1,2,25,0,3,1
44914,255234351,Manhattan,Chelsea,40.74052,-74.0031,Private room,1,0,,4,355,1,14,0,2,1
41616,221177870,Brooklyn,Williamsburg,40.71415,-73.93857,Entire home/apt,1,5,1.2,1,0,0,12,1,1,0
21275,420620,Brooklyn,Windsor Terrace,40.65998,-73.97811,Private room,3,0,,1,0,0,17,0,1,1
30861,179594570,Brooklyn,Bushwick,40.69309,-73.924,Private room,4,1,0.07,1,0,0,21,0,1,1
38859,24346280,Manhattan,Midtown,40.75294,-73.97105,Private room,5,1,0.22,1,0,1,1,0,2,1
45102,259776956,Brooklyn,Canarsie,40.6307,-73.89567,Private room,1,3,1.76,5,365,0,100,0,1,1
37696,210112096,Manhattan,East Harlem,40.7901,-73.94111,Private room,2,32,3.98,1,195,1,4,0,2,1
41112,11630930,Manhattan,Upper West Side,40.80135,-73.96193,Shared room,1,17,3.59,1,39,1,8,2,2,2
26711,48241662,Queens,Sunnyside,40.73554,-73.91858,Private room,60,0,,1,179,2,39,0,3,1
37870,20287320,Brooklyn,Fort Greene,40.69306,-73.97084,Private room,2,14,1.86,1,189,0,13,0,1,1
3944,6718172,Brooklyn,Park Slope,40.67348,-73.9779,Entire home/apt,7,13,0.39,1,33,0,16,1,1,0
29394,13061712,Brooklyn,Prospect Heights,40.68001,-73.96557,Entire home/apt,5,6,0.34,1,177,0,29,1,1,0
27913,25814915,Manhattan,East Village,40.72755,-73.98755,Entire home/apt,4,1,0.05,1,0,1,19,1,2,0
17463,16951458,Brooklyn,Midwood,40.61978,-73.95605,Shared room,1,16,0.46,1,0,0,117,2,1,2
33938,202131439,Queens,Rockaway Beach,40.58937,-73.81327,Private room,1,15,1.33,1,345,2,62,0,3,1
31597,29100568,Manhattan,Theater District,40.76205,-73.982,Entire home/apt,30,0,,4,0,1,71,1,2,0
48226,270583057,Manhattan,Washington Heights,40.84366,-73.94018,Entire home/apt,5,0,,1,270,1,30,1,2,0
41238,14234166,Queens,Ridgewood,40.70484,-73.91393,Private room,1,15,2.98,2,67,2,44,0,3,1
46947,229706010,Manhattan,Chelsea,40.7428,-73.9956,Entire home/apt,2,1,1.0,1,25,1,14,1,2,0
25703,39041380,Manhattan,Financial District,40.71015,-74.01281,Entire home/apt,2,0,,1,0,1,43,1,2,0
41250,12236516,Brooklyn,Prospect Heights,40.67743,-73.97202,Entire home/apt,30,0,,1,300,0,29,1,1,0
44445,113927793,Manhattan,Upper East Side,40.77712,-73.95164,Entire home/apt,2,8,3.38,1,0,1,28,1,2,0
44457,24890474,Manhattan,Chinatown,40.71333,-73.99419,Entire home/apt,2,5,2.42,1,231,1,9,1,2,0
3063,9473928,Manhattan,West Village,40.73246,-74.00215,Entire home/apt,10,4,0.06,1,3,1,11,1,2,0
28883,79680629,Manhattan,Hell's Kitchen,40.7625,-73.99778,Entire home/apt,2,3,0.18,1,0,1,7,1,2,0
23892,2474293,Manhattan,West Village,40.7316,-74.00212,Entire home/apt,5,53,2.27,1,148,1,11,1,2,0
28501,119669058,Brooklyn,Bedford-Stuyvesant,40.69459,-73.95551,Private room,2,22,1.64,34,289,0,6,0,1,1
27421,444603,Manhattan,Kips Bay,40.73801,-73.98099,Private room,3,2,0.1,1,0,1,26,0,2,1
11776,46644337,Brooklyn,Bedford-Stuyvesant,40.68271,-73.94038,Entire home/apt,2,53,1.24,3,289,0,6,1,1,0
22315,123818434,Manhattan,Harlem,40.81053,-73.94332,Entire home/apt,2,23,0.85,1,14,1,2,1,2,0
1355,2937468,Manhattan,Chelsea,40.74026,-74.00079,Entire home/apt,6,61,0.73,1,69,1,14,1,2,0
42634,8661986,Manhattan,Stuyvesant Town,40.73223,-73.98134,Entire home/apt,2,26,7.22,1,229,1,132,1,2,0
29390,12541753,Manhattan,Upper West Side,40.80034,-73.96127,Private room,3,1,0.06,1,0,1,8,0,2,1
45355,151810361,Queens,Flushing,40.76402,-73.81976,Private room,1,2,2.0,6,90,2,37,0,3,1
48524,74773867,Brooklyn,Park Slope,40.67455,-73.98477,Entire home/apt,1,1,1.0,1,8,0,16,1,1,0
11598,31680304,Brooklyn,Gravesend,40.58892,-73.97379,Private room,3,67,1.53,2,40,0,67,0,1,1
4870,12949460,Brooklyn,Park Slope,40.67926,-73.97711,Entire home/apt,1,488,8.14,1,269,0,16,1,1,0
5833,20408723,Brooklyn,Bushwick,40.69863,-73.91235,Private room,3,0,,1,0,0,21,0,1,1
19562,531006,Manhattan,Upper West Side,40.79039,-73.96789,Entire home/apt,4,9,0.37,1,0,1,8,1,2,0
12615,42950170,Manhattan,East Village,40.72636,-73.98231,Private room,4,2,0.05,1,0,1,19,0,2,1
46378,15313500,Brooklyn,Williamsburg,40.71534,-73.95692,Entire home/apt,1,2,2.0,1,71,0,12,1,1,0
47576,269372955,Manhattan,Upper West Side,40.7875,-73.97511,Entire home/apt,4,0,,1,324,1,8,1,2,0
41834,224340103,Brooklyn,Williamsburg,40.70927,-73.94684,Private room,1,2,0.44,2,151,0,12,0,1,1
2969,478717,Brooklyn,Park Slope,40.67629,-73.97654,Private room,3,200,3.16,1,256,0,16,0,1,1
19760,30593595,Brooklyn,Bushwick,40.68442,-73.9083,Entire home/apt,3,126,3.93,1,46,0,21,1,1,0
30263,41354164,Brooklyn,Greenpoint,40.7286,-73.95169,Private room,2,0,,1,0,0,20,0,1,1
26231,52950465,Manhattan,Hell's Kitchen,40.7605,-73.99189,Entire home/apt,30,1,0.05,12,310,1,7,1,2,0
38570,226833844,Brooklyn,Bedford-Stuyvesant,40.67878,-73.94094,Entire home/apt,2,4,0.62,1,0,0,6,1,1,0
47497,251817531,Brooklyn,Bedford-Stuyvesant,40.68793,-73.95457,Entire home/apt,2,0,,4,275,0,6,1,1,0
27293,156699963,Manhattan,Upper West Side,40.77538,-73.97743,Entire home/apt,1,11,0.54,1,80,1,8,1,2,0
20313,49900664,Manhattan,Upper East Side,40.76954,-73.94904,Entire home/apt,2,2,0.06,1,0,1,28,1,2,0
46872,59553953,Queens,Long Island City,40.76117,-73.93038,Entire home/apt,4,0,,1,39,2,25,1,3,0
35650,1211082,Brooklyn,Williamsburg,40.71525,-73.96487,Entire home/apt,5,1,0.16,1,78,0,12,1,1,0
1884,4375496,Manhattan,Tribeca,40.71969,-74.00876,Entire home/apt,3,5,0.08,1,177,1,77,1,2,0
7011,17465490,Brooklyn,Fort Greene,40.68752,-73.9795,Entire home/apt,31,1,0.02,1,0,0,13,1,1,0
19493,100182541,Brooklyn,Greenpoint,40.73577,-73.95118,Private room,20,2,0.07,1,0,0,20,0,1,1
12977,43943644,Brooklyn,Greenpoint,40.72612,-73.95113,Private room,1,0,,1,0,0,20,0,1,1
5766,21811394,Brooklyn,Bedford-Stuyvesant,40.6789,-73.94001,Entire home/apt,1,223,3.91,1,230,0,6,1,1,0
19779,100781220,Queens,Astoria,40.75732,-73.92019,Entire home/apt,2,67,2.13,1,191,2,56,1,3,0
25993,148663392,Queens,Richmond Hill,40.70305,-73.82687,Private room,2,10,0.46,1,6,2,124,0,3,1
22659,25221153,Manhattan,West Village,40.73376,-74.00095,Entire home/apt,3,0,,1,0,1,11,1,2,0
45736,1155164,Brooklyn,Bedford-Stuyvesant,40.68036,-73.91621,Private room,2,4,4.0,1,2,0,6,0,1,1
35977,92733485,Brooklyn,Downtown Brooklyn,40.69164,-73.99055,Private room,1,5,0.54,1,0,0,113,0,1,1
43518,9919024,Brooklyn,Crown Heights,40.67807,-73.95532,Entire home/apt,4,7,2.5,1,28,0,15,1,1,0
48309,272241217,Manhattan,Lower East Side,40.71197,-73.99019,Private room,1,1,1.0,1,50,1,23,0,2,1
5362,4089400,Brooklyn,Bushwick,40.70818,-73.92256,Entire home/apt,2,254,4.33,1,294,0,21,1,1,0
33184,27474188,Manhattan,Upper West Side,40.7975,-73.97099,Private room,2,2,0.16,3,0,1,8,0,2,1
14948,17782625,Brooklyn,Vinegar Hill,40.70211,-73.98418,Entire home/apt,2,3,0.08,2,0,0,97,1,1,0
13269,51356178,Manhattan,Morningside Heights,40.8046,-73.9654,Entire home/apt,1,3,0.07,1,0,1,45,1,2,0
1292,2753256,Manhattan,East Village,40.72274,-73.97934,Entire home/apt,3,85,1.02,1,261,1,19,1,2,0
47768,261007573,Queens,Bayside,40.76179,-73.76013,Private room,1,0,,2,358,2,112,0,3,1
10590,2126994,Manhattan,Harlem,40.80679,-73.94408,Private room,3,5,0.11,1,0,1,2,0,2,1
44139,256921050,Manhattan,Chinatown,40.71588,-73.99099,Entire home/apt,6,3,2.37,2,1,1,9,1,2,0
48666,271336460,Brooklyn,East New York,40.6625,-73.88081,Shared room,7,0,,1,365,0,70,2,1,2
19952,64065593,Manhattan,Midtown,40.7523,-73.97288,Private room,2,23,0.75,13,329,1,1,0,2,1
17687,37413,Brooklyn,Prospect-Lefferts Gardens,40.66047,-73.95445,Entire home/apt,6,3,0.13,1,12,0,24,1,1,0
19910,103605111,Queens,Woodside,40.74381,-73.89726,Private room,2,36,1.13,1,52,2,31,0,3,1
46240,124040560,Brooklyn,Windsor Terrace,40.65039,-73.97254,Private room,1,1,1.0,1,0,0,17,0,1,1
33196,196872053,Brooklyn,Brighton Beach,40.57573,-73.96051,Private room,3,16,1.38,2,175,0,82,0,1,1
38393,48692009,Brooklyn,Flatbush,40.64627,-73.95396,Private room,1,0,,1,0,0,22,0,1,1
22614,3140916,Manhattan,Chelsea,40.74911,-74.00125,Entire home/apt,28,4,0.15,1,95,1,14,1,2,0
48687,273392981,Queens,Long Island City,40.75615,-73.94121,Private room,1,0,,3,365,2,25,0,3,1
34721,33389621,Manhattan,Little Italy,40.71843,-73.99817,Entire home/apt,2,5,0.46,1,0,1,53,1,2,0
25742,24323380,Brooklyn,Bedford-Stuyvesant,40.69315,-73.9565,Entire home/apt,3,1,0.05,1,0,0,6,1,1,0
18477,52441724,Brooklyn,Bushwick,40.69834,-73.92755,Entire home/apt,1,19,0.55,1,281,0,21,1,1,0
13056,40302046,Manhattan,West Village,40.73194,-74.00241,Entire home/apt,3,0,,1,0,1,11,1,2,0
29419,790872,Manhattan,East Harlem,40.8049,-73.94012,Private room,1,4,0.23,2,0,1,4,0,2,1
13546,52004369,Manhattan,Upper East Side,40.7664,-73.95854,Entire home/apt,2,9,0.24,1,0,1,28,1,2,0
4187,8489537,Brooklyn,Williamsburg,40.70404,-73.93496,Entire home/apt,2,129,2.03,1,64,0,12,1,1,0
13057,1762558,Manhattan,East Village,40.72143,-73.97892,Private room,2,24,0.56,1,0,1,19,0,2,1
48189,7441368,Manhattan,Hell's Kitchen,40.75584,-73.99304,Entire home/apt,1,0,,2,270,1,7,1,2,0
20274,5237407,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.94674,Entire home/apt,2,20,0.73,2,0,0,24,1,1,0
15467,59958998,Brooklyn,Downtown Brooklyn,40.69449,-73.98367,Private room,1,0,,1,0,0,113,0,1,1
39463,28821748,Brooklyn,Sunset Park,40.64098,-74.01061,Private room,10,1,0.16,1,0,0,79,0,1,1
15036,116382,Brooklyn,Crown Heights,40.6703,-73.94209,Private room,2,115,2.87,5,352,0,15,0,1,1
20039,25599837,Brooklyn,Greenpoint,40.73419,-73.95675,Private room,3,1,0.03,1,0,0,20,0,1,1
34461,205998016,Brooklyn,Bedford-Stuyvesant,40.6889,-73.93733,Private room,2,40,3.79,1,13,0,6,0,1,1
7176,1297675,Brooklyn,Prospect Heights,40.68093,-73.97182,Private room,2,79,1.49,2,11,0,29,0,1,1
7620,27281731,Brooklyn,Flatbush,40.64295,-73.95276,Private room,3,20,0.38,1,131,0,22,0,1,1
41877,33214549,Manhattan,East Village,40.72734,-73.98389,Entire home/apt,1,10,3.75,5,97,1,19,1,2,0
37877,221442773,Bronx,Pelham Bay,40.84391,-73.83171,Entire home/apt,2,8,1.05,1,360,4,171,1,0,0
8219,32901759,Brooklyn,Crown Heights,40.6756,-73.92305,Entire home/apt,3,60,1.2,1,320,0,15,1,1,0
39095,228961973,Bronx,Concourse Village,40.82674,-73.91935,Private room,3,1,0.38,1,341,4,72,0,0,1
42474,38043348,Manhattan,East Harlem,40.80808,-73.9405,Private room,1,18,5.74,2,238,1,4,0,2,1
31155,75479604,Brooklyn,Fort Greene,40.69461,-73.97225,Private room,1,24,2.18,2,0,0,13,0,1,1
31545,37580284,Manhattan,Lower East Side,40.71571,-73.98699,Entire home/apt,35,0,,1,0,1,23,1,2,0
2119,434473,Brooklyn,Brooklyn Heights,40.69224,-73.99638,Entire home/apt,30,48,0.63,1,0,0,32,1,1,0
8500,23116237,Manhattan,Midtown,40.76622,-73.97783,Entire home/apt,1,0,,1,364,1,1,1,2,0
17660,44034761,Manhattan,Upper West Side,40.77906,-73.98507,Entire home/apt,1,65,1.8,2,266,1,8,1,2,0
41379,241770178,Queens,East Elmhurst,40.76587,-73.87968,Private room,2,8,1.88,1,10,2,103,0,3,1
8928,27287584,Brooklyn,Prospect-Lefferts Gardens,40.6613,-73.94457,Entire home/apt,4,0,,1,0,0,24,1,1,0
9286,3946744,Manhattan,Midtown,40.75651,-73.96696,Entire home/apt,2,0,,1,0,1,1,1,2,0
44055,155961583,Brooklyn,Bushwick,40.7007,-73.93401,Private room,2,8,3.75,1,131,0,21,0,1,1
34340,205031545,Manhattan,Midtown,40.75243,-73.9654,Entire home/apt,3,5,0.74,49,206,1,1,1,2,0
25984,148590716,Manhattan,Inwood,40.86339,-73.92045,Private room,2,75,3.37,1,332,1,18,0,2,1
21458,16868847,Brooklyn,Williamsburg,40.71779,-73.96337,Private room,2,0,,1,0,0,12,0,1,1
45465,210799153,Brooklyn,Bedford-Stuyvesant,40.68727,-73.94736,Private room,1,5,3.06,3,1,0,6,0,1,1
13925,8007003,Manhattan,West Village,40.73557,-74.006,Entire home/apt,1,0,,1,0,1,11,1,2,0
41832,88367005,Brooklyn,Bushwick,40.68949,-73.90588,Private room,1,1,0.24,1,0,0,21,0,1,1
1788,4232762,Brooklyn,Williamsburg,40.70747,-73.93879,Entire home/apt,7,2,0.03,1,0,0,12,1,1,0
18140,309088,Brooklyn,Bushwick,40.69633,-73.92143,Entire home/apt,3,18,0.53,1,0,0,21,1,1,0
15808,29859280,Manhattan,Gramercy,40.7367,-73.98099,Entire home/apt,2,13,0.34,1,26,1,68,1,2,0
20956,9599840,Manhattan,Financial District,40.70493,-74.01036,Entire home/apt,2,123,4.05,1,235,1,43,1,2,0
29923,4100176,Manhattan,Morningside Heights,40.80557,-73.96441,Entire home/apt,5,1,0.06,1,0,1,45,1,2,0
30284,7718759,Manhattan,Harlem,40.82781,-73.94405,Private room,1,26,1.62,2,10,1,2,0,2,1
25056,60370951,Queens,Astoria,40.77297,-73.92253,Entire home/apt,2,33,1.49,2,305,2,56,1,3,0
9784,39389693,Manhattan,Washington Heights,40.8327,-73.94486,Entire home/apt,1,3,0.06,1,0,1,30,1,2,0
5252,19510462,Brooklyn,Park Slope,40.68098,-73.97925,Entire home/apt,3,4,0.07,1,0,0,16,1,1,0
47785,270139900,Manhattan,Upper West Side,40.78439,-73.97746,Entire home/apt,4,0,,1,344,1,8,1,2,0
23976,3734323,Brooklyn,Bushwick,40.6883,-73.91383,Private room,5,5,0.2,3,0,0,21,0,1,1
48155,116305897,Manhattan,Upper West Side,40.79098,-73.97384,Entire home/apt,30,0,,9,343,1,8,1,2,0
1705,4076876,Manhattan,East Harlem,40.80343,-73.93514,Entire home/apt,3,22,0.31,1,365,1,4,1,2,0
10416,42082221,Manhattan,Washington Heights,40.83713,-73.94343,Private room,1,3,0.07,1,0,1,30,0,2,1
47367,41833764,Manhattan,Midtown,40.75174,-73.9706,Entire home/apt,1,1,1.0,1,277,1,1,1,2,0
18493,90125781,Manhattan,Harlem,40.80534,-73.95647,Entire home/apt,21,1,0.03,1,0,1,2,1,2,0
47286,177507494,Brooklyn,Kensington,40.64264,-73.97855,Private room,1,0,,1,31,0,0,0,1,1
35471,157393936,Queens,Springfield Gardens,40.66959,-73.75246,Private room,5,1,0.1,2,365,2,152,0,3,1
3373,8214568,Manhattan,Upper East Side,40.78081,-73.95045,Entire home/apt,1,0,,1,0,1,28,1,2,0
9771,39347667,Brooklyn,Bushwick,40.68496,-73.91107,Private room,14,15,0.48,1,0,0,21,0,1,1
33068,54970203,Manhattan,Harlem,40.80372,-73.95266,Private room,2,33,2.75,1,2,1,2,0,2,1
7341,11968309,Brooklyn,Williamsburg,40.70882,-73.93705,Entire home/apt,4,21,0.41,1,306,0,12,1,1,0
32571,175327947,Manhattan,East Harlem,40.78845,-73.95484,Private room,1,1,0.09,1,0,1,4,0,2,1
34833,89767580,Manhattan,Midtown,40.74673,-73.98499,Entire home/apt,5,59,5.82,1,58,1,1,1,2,0
15228,65415391,Manhattan,East Village,40.73185,-73.98431,Private room,1,0,,1,0,1,19,0,2,1
9457,1468231,Manhattan,East Village,40.7333,-73.98943,Entire home/apt,2,30,0.62,1,2,1,19,1,2,0
29414,2880848,Brooklyn,Clinton Hill,40.69526,-73.96613,Private room,2,0,,1,0,0,3,0,1,1
3153,7503643,Brooklyn,Greenpoint,40.72589,-73.94055,Entire home/apt,30,5,0.07,52,346,0,20,1,1,0
8994,2119276,Manhattan,Chelsea,40.74138,-74.00072,Entire home/apt,30,6,0.13,39,289,1,14,1,2,0
3486,1763458,Manhattan,East Village,40.72864,-73.98216,Private room,7,130,3.38,1,78,1,19,0,2,1
11501,5548597,Manhattan,Upper East Side,40.77162,-73.95808,Entire home/apt,1,6,0.14,1,0,1,28,1,2,0
28358,4027689,Manhattan,Lower East Side,40.71465,-73.98914,Private room,1,64,4.1,2,32,1,23,0,2,1
43078,17450152,Manhattan,Hell's Kitchen,40.76389,-73.98872,Private room,1,8,2.79,5,95,1,7,0,2,1
33359,44927221,Manhattan,Upper East Side,40.7861,-73.95434,Private room,1,57,4.63,1,0,1,28,0,2,1
4655,9944244,Brooklyn,Prospect Heights,40.67303,-73.96424,Private room,7,11,0.18,1,0,0,29,0,1,1
329,438133,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,30,34,0.51,2,189,0,16,1,1,0
8086,32384960,Brooklyn,Cypress Hills,40.68465,-73.8684,Entire home/apt,1,94,1.92,1,0,0,84,1,1,0
19989,11017633,Brooklyn,Downtown Brooklyn,40.69744,-73.98445,Entire home/apt,5,0,,1,0,0,113,1,1,0
26382,3917497,Manhattan,Financial District,40.70445,-74.01521,Entire home/apt,6,10,0.48,1,160,1,43,1,2,0
14298,15193965,Brooklyn,Crown Heights,40.66841,-73.93621,Entire home/apt,25,1,0.03,1,0,0,15,1,1,0
26355,144857346,Manhattan,Nolita,40.72408,-73.99381,Private room,1,51,2.39,3,56,1,64,0,2,1
7862,31175000,Brooklyn,Bedford-Stuyvesant,40.68446,-73.93956,Entire home/apt,3,79,2.07,3,0,0,6,1,1,0
25574,3682854,Queens,Astoria,40.77028,-73.91665,Private room,3,7,0.31,1,0,2,56,0,3,1
4559,16100913,Manhattan,Chelsea,40.74449,-73.99445,Entire home/apt,3,63,1.02,1,323,1,14,1,2,0
22141,30381715,Manhattan,East Village,40.72552,-73.98657,Private room,4,1,0.04,1,0,1,19,0,2,1
22036,13416818,Brooklyn,Bedford-Stuyvesant,40.68116,-73.95726,Private room,2,14,0.51,3,0,0,6,0,1,1
579,1138692,Manhattan,Lower East Side,40.71813,-73.98416,Entire home/apt,1,29,0.31,2,162,1,23,1,2,0
46519,265662009,Manhattan,Upper East Side,40.76918,-73.9667,Entire home/apt,14,0,,3,340,1,28,1,2,0
38780,107434423,Manhattan,East Village,40.72277,-73.98419,Entire home/apt,30,0,,232,358,1,19,1,2,0
47598,217852396,Manhattan,West Village,40.73895,-74.00268,Entire home/apt,5,0,,1,122,1,11,1,2,0
47566,5825467,Queens,Astoria,40.76215,-73.91973,Shared room,1,1,1.0,1,21,2,56,2,3,2
39823,17706542,Brooklyn,Bushwick,40.69096,-73.90528,Private room,30,0,,6,365,0,21,0,1,1
45549,156850005,Queens,Jackson Heights,40.756,-73.87756,Private room,1,1,0.73,2,355,2,83,0,3,1
41111,186251769,Brooklyn,Bedford-Stuyvesant,40.68875,-73.9516,Entire home/apt,1,19,5.04,1,34,0,6,1,1,0
11536,11458977,Brooklyn,Clinton Hill,40.68699,-73.9639,Entire home/apt,3,88,2.04,1,49,0,3,1,1,0
19517,17301301,Brooklyn,Williamsburg,40.70981,-73.94239,Entire home/apt,2,11,0.35,1,0,0,12,1,1,0
8102,32445083,Bronx,Longwood,40.82883,-73.88854,Entire home/apt,4,48,0.98,1,223,4,99,1,0,0
33658,1116256,Brooklyn,Bushwick,40.70618,-73.91689,Entire home/apt,30,1,0.09,1,6,0,21,1,1,0
42377,175413,Brooklyn,Bushwick,40.69835,-73.93258,Private room,2,3,0.75,1,188,0,21,0,1,1
16168,72313021,Manhattan,Chelsea,40.74472,-74.00095,Entire home/apt,1,50,1.33,1,77,1,14,1,2,0
42941,209553776,Brooklyn,Crown Heights,40.67023,-73.9567,Entire home/apt,2,6,1.94,1,4,0,15,1,1,0
34697,207582987,Brooklyn,Bushwick,40.68397,-73.9074,Entire home/apt,2,62,5.67,1,151,0,21,1,1,0
47104,267818706,Manhattan,Financial District,40.70611,-74.00773,Entire home/apt,1,3,3.0,1,45,1,43,1,2,0
